SMILES,logP,logD,logS,pKa_total,pKa_acid,pKa_base,Caco2_r,hPPB,rPPB,CYP1A2i_r,CYP2C9i_r,CYP2C19i_r,CYP3A4i_r,CYP2D6i_r,hCLint,MkCLint,dCLint,rCLint,mCLint,VDss,rCLtot,hCLtot
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.571708832,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.571708832,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,1.674861141,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,4.77815125,,,1.558468563,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,1.674861141,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.437639598,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,1.674861141,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.190331698,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,1.674861141,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,5.039017322,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,1.674861141,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,1.610873,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.571708832,0.903089987,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,5.336059278,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,5.303196057,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,5.247973266,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,5.209246849,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,4.755874856,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,2.882524538,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,1.782902406,0.568201724,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,2.51,-3.98,,,,,1.970393372,1.987398099,,,4.66,5.09,4.36,2.100370545,,,1.558468563,1.674861141,0.568201724,,
